Timestamp,Version,mainBundleName,mainBundleSize,mainBundleSizeGzip,mainBundleSizeBrotli,buildSize,buildSizeOnDisk,buildFileCount
1645838054647,2.4.0,index.cjs,2320,1177,1080,5973,10069,3
